"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
"* 주택매매 거래는 부동산 거래신고 등에 관한 법률 제3조에 따라 계약일로부터 60일 이내 신고토록 하고 있습니다."
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20181201 ~ 20191130"
"실거래구분 : 분양입주권(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 김포시"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","단지명","전용면적(㎡)","거래금액(만원)","층","계약년월","계약일","분/입구분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","80.8285","43,518","13","201910","26","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","99.7494","49,280","9","201910","26","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","43,549","2","201910","29","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","42,790","2","201910","29","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","44,710","16","201910","29","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","99.7494","50,420","8","201910","30","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","45,089","8","201910","30","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","46,639","4","201910","30","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","80.8285","43,518","12","201910","30","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","99.7494","49,180","7","201910","30","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","125.7935","64,260","11","201910","31","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","99.7494","49,420","8","201910","31","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.7724","45,344","7","201910","31","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","99.7494","46,230","2","201910","31","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","80.8285","42,078","3","201911","1","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","44,610","7","201911","1","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.7724","45,110","16","201911","2","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9034","43,140","3","201911","2","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9034","44,410","7","201911","3","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","44,910","13","201911","6","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","74.9702","42,515","7","201911","6","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","74.9702","42,725","13","201911","7","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","80.8285","43,818","9","201911","7","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9034","44,510","10","201911","9","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","80.8285","43,108","4","201911","9","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.7724","43,245","3","201911","11","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","44,910","5","201911","11","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","43,910","7","201911","12","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","44,410","5","201911","13","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","44,259","4","201911","13","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","74.9702","42,715","12","201911","14","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","47,410","7","201911","14","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","44,910","8","201911","14","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.7724","45,144","10","201911","15","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.7724","45,344","6","201911","15","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","42,290","2","201911","15","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","43,389","2","201911","16","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","99.7494","50,010","9","201911","16","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","74.9702","42,325","14","201911","16","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","42,390","2","201911","16","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.7724","44,689","6","201911","18","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","46,119","7","201911","19","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","44,460","8","201911","19","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","41,399","1","201911","19","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","43,819","3","201911","20","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","45,489","11","201911","20","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","125.7935","61,990","3","201911","21","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","80.8285","43,618","9","201911","22","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","44,910","7","201911","22","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","44,910","16","201911","23","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","44,910","8","201911","24","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","45,219","13","201911","24","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","74.9702","42,565","11","201911","26","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","45,110","12","201911","26","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","80.8285","43,478","8","201911","26","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","80.8285","43,818","11","201911","27","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9582","45,540","10","201911","28","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","84.9034","46,910","6","201911","29","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","80.8285","43,818","13","201911","30","분"
"경기도 김포시 고촌읍 태리","BL-A1","김포 캐슬앤파밀리에시티 1단지","99.7494","51,780","7","201911","30","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,420","9","201812","4","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","41,120","9","201812","4","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,828","8","201812","5","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,930","9","201812","5","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","37,490","10","201812","5","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","37,020","7","201812","10","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,660","14","201812","13","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","40,356","1","201812","14","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","42,800","4","201812","15","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.976","37,330","6","201812","17","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9887","51,300","9","201812","18","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","46,730","7","201812","18","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","37,640","11","201812","20","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","37,420","10","201812","20","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9904","40,460","6","201812","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,620","9","201812","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","37,690","12","201812","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,340","21","201812","23","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.976","34,640","1","201812","24","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","45,491","15","201812","25","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","50,170","5","201812","25","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","41,018","7","201812","26","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.976","38,480","9","201812","26","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","35,850","3","201812","29","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9887","52,090","17","201812","30","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,620","8","201901","3","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","36,130","3","201901","4","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","42,707","3","201901","5","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,486","12","201901","5","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9887","49,292","2","201901","6","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","36,910","5","201901","7","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9904","41,150","20","201901","10","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,795","18","201901","11","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","41,400","11","201901","14","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.976","37,730","20","201901","16","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","113.8725","50,582","2","201901","21","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","41,833","11","201901","26","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9189","43,650","9","201901","26","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9904","37,560","1","201902","27","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","113","52,901","4","201902","27","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","41,420","9","201903","7","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.976","38,122","18","201903","9","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","40,080","4","201903","11","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","53,369","15","201903","16","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","42,270","3","201903","18","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","42,210","1","201903","20","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","40,920","6","201903","21","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","41,510","15","201903","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","39,380","15","201903","25","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","40,340","1","201903","30","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,369","10","201903","30","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,170","10","201904","2","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9887","49,871","1","201904","4","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","40,908","9","201904","5","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9904","39,360","1","201904","6","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9189","43,398","6","201904","10","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.976","37,630","9","201904","29","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,540","18","201905","4","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,469","8","201905","4","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","53,008","5","201905","7","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,620","9","201905","10","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,230","18","201905","13","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","37,090","18","201905","13","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","37,020","10","201905","17","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9887","52,090","13","201905","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","40,920","9","201905","25","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,479","1","201905","28","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","52,549","11","201905","29","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9904","40,800","17","201906","1","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,582","9","201906","10","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","42,617","7","201906","11","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,980","21","201906","11","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","45,256","14","201906","12","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.976","37,270","5","201906","12","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","52,159","13","201906","13","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9887","51,990","19","201906","19","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,279","16","201906","25","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9904","41,614","16","201906","25","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9904","37,960","1","201906","28","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,660","18","201907","3","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,010","9","201907","4","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,420","6","201907","15","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","42,620","8","201907","15","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","40,120","10","201907","15","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","40,520","1","201907","18","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.976","38,030","14","201907","18","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","49,330","4","201907","18","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,340","21","201907","18","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","37,320","7","201907","19","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","49,580","4","201907","19","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","41,870","3","201907","19","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,930","17","201907","20","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","41,320","1","201907","26","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9887","51,890","12","201907","27","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","114.9352","72,710","20","201907","28","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","40,420","1","201908","1","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","54,000","12","201908","5","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","37,740","13","201908","7","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","37,740","13","201908","7","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,450","8","201908","10","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","38,270","21","201908","10","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","52,696","8","201908","15","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","42,720","1","201908","15","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","45,288","5","201908","17","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9904","42,348","17","201908","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","37,590","18","201908","23","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","35,390","2","201908","23","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.976","38,414","15","201908","23","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.976","37,630","8","201908","24","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,660","11","201908","24","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","41,518","11","201908","26","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","41,140","2","201908","31","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","52,587","14","201909","1","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","34,530","1","201909","5","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.976","37,130","10","201909","7","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,912","15","201909","11","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9904","41,150","11","201909","16","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9904","41,372","19","201909","17","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","37,870","21","201909","20","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","37,190","6","201909","20","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,230","16","201909","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9178","43,364","10","201909","23","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9956","45,370","1","201909","28","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","41,310","12","201909","28","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,340","13","201909","30","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","121.6274","51,430","1","201910","2","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","36,990","8","201910","2","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,340","13","201910","3","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,620","10","201910","5","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","55,164","8","201910","6","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,130","15","201910","8","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","36,520","8","201910","11","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,340","17","201910","11","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,330","13","201910","11","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","40,330","5","201910","12","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9887","51,400","7","201910","12","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9956","46,205","1","201910","12","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","42,325","14","201910","14","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9904","40,360","10","201910","16","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","38,910","15","201910","16","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","42,910","5","201910","17","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","76.9827","40,430","5","201910","18","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9065","36,930","5","201910","19","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9887","52,190","21","201910","19","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","45,930","6","201910","19","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","44,770","14","201910","19","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","52,261","7","201910","21","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","42,790","4","201910","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","37,770","19","201910","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,938","8","201910","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","84.9181","43,830","7","201910","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","121.6274","56,230","1","201910","22","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","68.9987","37,370","20","201910","24","분"
"경기도 김포시 고촌읍 향산리","BL-A1-1","힐스테이트 리버시티 1단지","102.9825","51,526","4","201910","24","분"
